age,experience,education,job_title,location,country,company_size,skills,salary
41,1,Bachelor,Nurse,Remote,India,Large (1000+),"PowerPoint, AWS, Communication, Teamwork, JavaScript, Leadership, Machine Learning, Project Management",77198
59,25,Master,Medical Technician,Manchester,UK,Large (1000+),"Leadership, Python, JavaScript, AWS, Financial Modeling, Teamwork",262916
39,29,Bachelor,Teacher,Bristol,UK,Small (50-200),"Leadership, Python, JavaScript, Project Management, SQL",130505
26,5,Master,Nurse,Remote,UK,Startup (1-50),"Teamwork, Excel, Machine Learning, PowerPoint, JavaScript, Communication, Financial Modeling, AWS",117944
58,2,Master,HR Specialist,Remote,UK,Medium (200-1000),"Teamwork, Communication, Project Management, Python, Financial Modeling",81828
31,5,Bachelor,Doctor,Remote,India,Medium (200-1000),"Financial Modeling, Project Management, Teamwork, Communication, Python",66196
43,16,Master,Marketing Manager,Edinburgh,UK,Large (1000+),"AWS, PowerPoint, Excel, Communication, Teamwork, Project Management, Financial Modeling",169359
56,1,Bachelor,Risk Manager,Chennai,India,Large (1000+),"Machine Learning, Project Management, SQL, Python, Financial Modeling, PowerPoint",84163
54,20,Master,UX Designer,Adelaide,Australia,Startup (1-50),"PowerPoint, Leadership, Project Management, SQL, Teamwork",166542
37,6,Bachelor,Pharmacist,Edinburgh,UK,Medium (200-1000),"AWS, JavaScript, Project Management, Financial Modeling, Communication, Leadership",120146
24,37,Bachelor,Teacher,Brisbane,Australia,Large (1000+),"Teamwork, SQL, Leadership, Machine Learning, AWS, Communication, JavaScript",254718
22,21,PhD,Investment Banker,Manchester,UK,Medium (200-1000),"Excel, AWS, Machine Learning, Teamwork, Project Management",191941
34,26,PhD,Software Engineer,Bangalore,India,Startup (1-50),"Excel, SQL, Project Management, Leadership, PowerPoint, AWS, JavaScript",176587
57,7,Bachelor,Marketing Manager,Brisbane,Australia,Medium (200-1000),"Python, Communication, Leadership, Teamwork, AWS, Project Management, Excel, Financial Modeling",120437
23,7,Bachelor,HR Specialist,Remote,India,Startup (1-50),"JavaScript, PowerPoint, Leadership, Teamwork, Machine Learning, Excel",46465
57,38,Master,Data Scientist,Bristol,UK,Startup (1-50),"Excel, PowerPoint, AWS, Leadership, Project Management, SQL, JavaScript, Python",223089
26,36,Bachelor,HR Specialist,Remote,India,Large (1000+),"SQL, Leadership, JavaScript, Financial Modeling, Teamwork, AWS, Excel, Python",125983
26,19,PhD,Doctor,Delhi,India,Startup (1-50),"AWS, Python, Teamwork, Leadership, Communication, Machine Learning",130893
26,38,Master,Medical Technician,Edinburgh,UK,Large (1000+),"Leadership, JavaScript, Project Management, Teamwork, Excel, SQL, AWS",351260
48,6,Bachelor,Marketing Manager,Seattle,USA,Small (50-200),"Python, Financial Modeling, Communication, Excel, SQL, JavaScript",139915
38,11,Master,Sales Executive,Mumbai,India,Small (50-200),"AWS, Machine Learning, Excel, JavaScript, Project Management, Financial Modeling, PowerPoint, Python",103131
36,2,Master,Marketing Manager,Birmingham,UK,Small (50-200),"PowerPoint, SQL, Project Management, AWS, Machine Learning, Teamwork, Financial Modeling",79146
25,14,Master,HR Specialist,Remote,India,Medium (200-1000),"Project Management, JavaScript, Machine Learning, Leadership, Communication, PowerPoint, SQL",81967
44,39,PhD,Investment Banker,Seattle,USA,Medium (200-1000),"PowerPoint, Teamwork, Project Management, Machine Learning, Communication, JavaScript, Excel, AWS",482142
51,18,Bachelor,Investment Banker,London,UK,Large (1000+),"Machine Learning, AWS, SQL, Python, Excel, Project Management, PowerPoint",206839
24,38,Bachelor,Data Scientist,Hyderabad,India,Startup (1-50),"Leadership, Python, Machine Learning, Project Management, PowerPoint, Communication, Excel, AWS",148750
59,18,Bachelor,Sales Executive,Birmingham,UK,Small (50-200),"Financial Modeling, Python, Leadership, Project Management, Excel, Machine Learning, SQL, PowerPoint",104418
23,14,Bachelor,Data Scientist,Remote,UK,Medium (200-1000),"Project Management, Machine Learning, Python, Leadership, JavaScript",146003
36,31,High School,Investment Banker,Perth,Australia,Small (50-200),"Leadership, Excel, Machine Learning, SQL, PowerPoint, Python",154390
59,3,Bachelor,Investment Banker,New York,USA,Large (1000+),"JavaScript, AWS, Excel, Communication, Leadership, Project Management, Python",230760
45,10,High School,Risk Manager,London,UK,Large (1000+),"JavaScript, PowerPoint, Teamwork, Excel, Project Management, Python",135891
52,35,Master,Financial Analyst,Seattle,USA,Large (1000+),"JavaScript, Leadership, Machine Learning, Teamwork, PowerPoint, Project Management",409890
27,4,Bachelor,Teacher,San Francisco,USA,Small (50-200),"Leadership, PowerPoint, Teamwork, Python, Project Management, SQL",177084
57,10,Bachelor,Product Manager,Manchester,UK,Small (50-200),"SQL, Machine Learning, PowerPoint, JavaScript, Communication",123428
47,39,PhD,Sales Executive,Atlanta,USA,Medium (200-1000),"Teamwork, SQL, JavaScript, PowerPoint, AWS, Excel, Project Management, Python",282056
58,9,Bachelor,Financial Analyst,Sydney,Australia,Small (50-200),"Financial Modeling, JavaScript, Python, AWS, Machine Learning, Project Management, Communication, Leadership",195830
23,25,Bachelor,UX Designer,Remote,Australia,Small (50-200),"PowerPoint, Machine Learning, Project Management, AWS, Leadership, SQL, Python",191001
25,3,Bachelor,Data Scientist,Melbourne,Australia,Startup (1-50),"Teamwork, PowerPoint, Financial Modeling, Machine Learning, Project Management, JavaScript, SQL, Excel",140301
32,19,PhD,UX Designer,San Francisco,USA,Small (50-200),"JavaScript, AWS, Machine Learning, Leadership, Project Management",457721
27,34,Bachelor,Product Manager,London,UK,Startup (1-50),"Python, Excel, AWS, Communication, SQL, Teamwork, JavaScript",240854
27,4,Master,Financial Analyst,Mumbai,India,Small (50-200),"AWS, PowerPoint, Teamwork, JavaScript, Machine Learning, Financial Modeling, SQL",98192
30,11,Bachelor,Accountant,Remote,India,Medium (200-1000),"Teamwork, SQL, Python, Financial Modeling, Communication",82513
41,29,PhD,Financial Analyst,London,UK,Large (1000+),"Machine Learning, Leadership, SQL, PowerPoint, Teamwork, JavaScript",370073
50,10,Master,Accountant,Delhi,India,Startup (1-50),"Python, PowerPoint, Machine Learning, Project Management, Communication",86615
32,4,Bachelor,Marketing Manager,Remote,Australia,Small (50-200),"Leadership, Financial Modeling, Excel, Python, Teamwork, AWS, SQL, PowerPoint",89200
49,6,Bachelor,Data Scientist,Austin,USA,Small (50-200),"AWS, Leadership, JavaScript, Excel, Teamwork",156193
58,0,Bachelor,Doctor,Bangalore,India,Medium (200-1000),"PowerPoint, Leadership, Python, Financial Modeling, SQL",82895
41,20,Bachelor,Nurse,Sydney,Australia,Large (1000+),"Project Management, Leadership, Excel, Python, JavaScript",316037
49,31,Master,HR Specialist,Mumbai,India,Small (50-200),"Python, Machine Learning, Teamwork, Communication, Excel, JavaScript, SQL",134021
27,31,Bachelor,Marketing Manager,Sydney,Australia,Startup (1-50),"Excel, Python, PowerPoint, SQL, Project Management, AWS, Communication, Leadership",201556
27,23,Bachelor,Pharmacist,Hyderabad,India,Small (50-200),"Communication, JavaScript, Machine Learning, Excel, PowerPoint, SQL, Project Management, AWS",138991
49,37,Bachelor,Medical Technician,Hyderabad,India,Medium (200-1000),"Leadership, AWS, PowerPoint, Financial Modeling, Python, Excel",191890
40,34,Master,Marketing Manager,New York,USA,Large (1000+),"Teamwork, Leadership, Financial Modeling, Python, Communication",468958
44,6,Bachelor,Sales Executive,Atlanta,USA,Large (1000+),"PowerPoint, JavaScript, SQL, AWS, Communication, Financial Modeling",127097
22,13,Master,HR Specialist,Edinburgh,UK,Small (50-200),"SQL, Communication, Excel, Teamwork, AWS, PowerPoint, JavaScript, Machine Learning",124674
33,32,Master,DevOps Engineer,Mumbai,India,Small (50-200),"SQL, AWS, PowerPoint, Leadership, Python, Financial Modeling, JavaScript",190920
52,13,Bachelor,Data Scientist,Remote,Australia,Small (50-200),"Python, AWS, Communication, Machine Learning, PowerPoint, Leadership",141307
41,23,Master,Financial Analyst,Atlanta,USA,Medium (200-1000),"Leadership, JavaScript, Python, AWS, Communication, Teamwork, Project Management, Financial Modeling",217909
31,7,Bachelor,Medical Technician,Remote,UK,Medium (200-1000),"PowerPoint, Financial Modeling, AWS, Machine Learning, Python, Teamwork",127207
38,36,Bachelor,Software Engineer,Bristol,UK,Small (50-200),"PowerPoint, Teamwork, Communication, Excel, Machine Learning",192537
52,28,Bachelor,Pharmacist,Austin,USA,Small (50-200),"JavaScript, PowerPoint, Machine Learning, Project Management, Leadership, AWS, Excel",279558
25,28,High School,Risk Manager,Adelaide,Australia,Small (50-200),"Financial Modeling, Teamwork, Machine Learning, SQL, Leadership, JavaScript, Project Management, Communication",135549
43,23,Bachelor,HR Specialist,Bangalore,India,Small (50-200),"JavaScript, Project Management, Leadership, PowerPoint, Teamwork, AWS",99538
55,38,Bachelor,DevOps Engineer,Brisbane,Australia,Medium (200-1000),"Python, Financial Modeling, Project Management, JavaScript, Excel, Leadership",281676
49,30,Bachelor,Financial Analyst,Brisbane,Australia,Large (1000+),"Machine Learning, Teamwork, Communication, AWS, SQL, Python, Excel, Financial Modeling",251027
54,27,Master,Medical Technician,Atlanta,USA,Startup (1-50),"Project Management, PowerPoint, Python, Communication, AWS, Excel, SQL, Machine Learning",252769
59,17,Bachelor,Doctor,Remote,Australia,Startup (1-50),"JavaScript, AWS, Python, Machine Learning, Teamwork, Leadership",146356
43,9,Master,DevOps Engineer,Austin,USA,Medium (200-1000),"PowerPoint, JavaScript, Project Management, SQL, Teamwork, Financial Modeling, Excel, AWS",228577
37,15,Master,Data Scientist,Perth,Australia,Medium (200-1000),"PowerPoint, Teamwork, Communication, SQL, Financial Modeling, Leadership",214211
27,6,Master,Data Scientist,Atlanta,USA,Large (1000+),"Teamwork, JavaScript, Python, Leadership, Machine Learning, Financial Modeling, Communication",185756
27,38,High School,Accountant,Remote,India,Startup (1-50),"Financial Modeling, Leadership, PowerPoint, AWS, JavaScript, Communication, Python",89601
33,0,Bachelor,Investment Banker,Sydney,Australia,Large (1000+),"Python, Teamwork, Project Management, Communication, JavaScript, Leadership, PowerPoint",181699
26,38,Bachelor,Sales Executive,London,UK,Startup (1-50),"Teamwork, Leadership, Python, JavaScript, PowerPoint, SQL",191680
30,21,Master,Risk Manager,Delhi,India,Small (50-200),"Teamwork, Project Management, PowerPoint, Financial Modeling, JavaScript, Python",106304
22,8,Bachelor,Pharmacist,Birmingham,UK,Startup (1-50),"AWS, Project Management, Excel, PowerPoint, Python",83765
40,15,Bachelor,Pharmacist,Remote,UK,Small (50-200),"SQL, AWS, Teamwork, Communication, Python, Leadership, Financial Modeling",126992
26,28,Master,Product Manager,Remote,USA,Medium (200-1000),"Teamwork, AWS, Communication, JavaScript, Project Management, SQL",262220
35,6,Bachelor,Risk Manager,Bangalore,India,Medium (200-1000),"Project Management, JavaScript, Machine Learning, PowerPoint, Python, Communication",88685
59,18,Bachelor,Marketing Manager,Hyderabad,India,Startup (1-50),"Leadership, Financial Modeling, Machine Learning, PowerPoint, Excel, Teamwork, JavaScript, AWS",91174
48,6,Master,Sales Executive,London,UK,Medium (200-1000),"SQL, Financial Modeling, Leadership, JavaScript, Communication, PowerPoint",136052
40,7,Bachelor,Software Engineer,Remote,Australia,Startup (1-50),"AWS, PowerPoint, Excel, Teamwork, Python, SQL",122092
45,11,Bachelor,Data Scientist,Chennai,India,Medium (200-1000),"Project Management, Financial Modeling, PowerPoint, Excel, SQL, Machine Learning, AWS, JavaScript",98548
25,17,PhD,Accountant,Edinburgh,UK,Medium (200-1000),"Machine Learning, SQL, Excel, PowerPoint, Teamwork, Financial Modeling, Communication",210517
34,33,Master,DevOps Engineer,Hyderabad,India,Large (1000+),"Machine Learning, AWS, JavaScript, Teamwork, Leadership",220906
24,28,Bachelor,UX Designer,Brisbane,Australia,Medium (200-1000),"Machine Learning, Excel, SQL, AWS, Python, Communication, Project Management",245639
27,25,Master,Software Engineer,New York,USA,Small (50-200),"PowerPoint, Python, AWS, Financial Modeling, Communication, Excel",416811
22,10,Master,Financial Analyst,New York,USA,Medium (200-1000),"PowerPoint, SQL, Communication, Project Management, JavaScript",275506
51,39,Bachelor,Product Manager,Melbourne,Australia,Large (1000+),"Machine Learning, Excel, Teamwork, JavaScript, Financial Modeling, Project Management, Communication, PowerPoint",416062
51,39,Master,Pharmacist,Mumbai,India,Large (1000+),"Financial Modeling, Leadership, SQL, Project Management, Teamwork",265144
43,39,Bachelor,DevOps Engineer,Delhi,India,Small (50-200),"Python, PowerPoint, JavaScript, Communication, Teamwork, Excel",146010
27,34,Master,Financial Analyst,Remote,India,Large (1000+),"Communication, Machine Learning, Project Management, PowerPoint, Teamwork, Leadership",157163
33,34,PhD,Nurse,Remote,USA,Small (50-200),"Leadership, Financial Modeling, PowerPoint, JavaScript, Machine Learning, Project Management, Communication",335301
56,3,Bachelor,Marketing Manager,Hyderabad,India,Small (50-200),"Communication, SQL, Excel, AWS, PowerPoint, Machine Learning, Teamwork, Python",67716
53,29,Bachelor,Medical Technician,Perth,Australia,Small (50-200),"SQL, JavaScript, Teamwork, PowerPoint, AWS, Leadership",203964
51,24,High School,Nurse,Adelaide,Australia,Small (50-200),"AWS, Teamwork, Leadership, Communication, Project Management, JavaScript, Python, SQL",154099
37,39,Master,Marketing Manager,Remote,India,Large (1000+),"Teamwork, PowerPoint, Leadership, Communication, Project Management, Machine Learning, JavaScript",143477
22,0,Bachelor,HR Specialist,Brisbane,Australia,Startup (1-50),"Project Management, Leadership, SQL, Teamwork, Communication, Python, Financial Modeling",79724
58,13,Master,Financial Analyst,Birmingham,UK,Medium (200-1000),"Leadership, AWS, Python, Machine Learning, Excel, Financial Modeling, PowerPoint",136051
28,30,Master,HR Specialist,Sydney,Australia,Large (1000+),"Financial Modeling, Python, JavaScript, Leadership, PowerPoint, Communication, Excel, Project Management",339085
56,39,Bachelor,Product Manager,Hyderabad,India,Startup (1-50),"Excel, JavaScript, Financial Modeling, PowerPoint, Leadership, Teamwork, Communication",138254
43,6,Bachelor,Nurse,Atlanta,USA,Small (50-200),"Financial Modeling, Python, Excel, SQL, Communication, JavaScript, Teamwork",114304
46,5,Bachelor,Teacher,Perth,Australia,Small (50-200),"Machine Learning, Financial Modeling, PowerPoint, AWS, Python, Teamwork",94312
51,8,Master,Marketing Manager,Bangalore,India,Small (50-200),"Financial Modeling, Communication, Excel, Python, Leadership, Teamwork, JavaScript, PowerPoint",92085
34,3,High School,Pharmacist,Sydney,Australia,Startup (1-50),"AWS, Project Management, Leadership, PowerPoint, Teamwork",97900
24,30,Bachelor,Teacher,Manchester,UK,Medium (200-1000),"JavaScript, SQL, Financial Modeling, PowerPoint, Communication, Excel, Leadership",153258
40,32,PhD,Medical Technician,Sydney,Australia,Large (1000+),"Project Management, Leadership, AWS, Machine Learning, SQL, Teamwork, Financial Modeling",563803
53,2,High School,DevOps Engineer,London,UK,Medium (200-1000),"JavaScript, PowerPoint, Project Management, Teamwork, Machine Learning",108769
35,25,Bachelor,Sales Executive,Perth,Australia,Medium (200-1000),"Machine Learning, Leadership, Python, Financial Modeling, Teamwork, Excel, JavaScript",171576
36,24,High School,Accountant,Sydney,Australia,Startup (1-50),"Communication, Leadership, Financial Modeling, AWS, JavaScript, Machine Learning, SQL",175604
43,36,Bachelor,Nurse,Chennai,India,Medium (200-1000),"Teamwork, Python, Financial Modeling, Excel, AWS, PowerPoint, SQL",160224
52,32,Bachelor,Investment Banker,New York,USA,Small (50-200),"SQL, Communication, Python, Machine Learning, Teamwork, Leadership, PowerPoint",342917
22,38,Bachelor,Medical Technician,Brisbane,Australia,Medium (200-1000),"Communication, Financial Modeling, Machine Learning, SQL, Python",294879
